"","Markets","M.PRESENTACION","Tipo","Periodo","ventasValor","ventasEQ2","ventasUnds","precioEQ2","precioUnds","ratioVentas","distNum"
"135","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2023-11-01,11689136.047,187928.919,420713.662,66.5079285714286,20.5454285714286,2.34121428571429,13.3901428571429
"136","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2023-12-01,20161915.767,337545.313,715493.511,67.6714285714286,20.8747857142857,3.62078571428571,12.9645
"137","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-01-01,17786704.347,294547.16,631770.039,65.0543571428571,20.0949285714286,2.69614285714286,12.3227857142857
"138","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-02-01,10365992.101,163439.472,377733.944,66.6821428571428,20.2726428571429,2.079,12.7867857142857
"139","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-03-01,11128118.045,174068.403,405683.57,62.5602857142857,18.7587857142857,2.25514285714286,12.7027142857143
"140","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-04-01,12848652.896,198101.981,463636.842,65.5570714285714,19.804,2.15507142857143,12.8735714285714
"141","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-05-01,13073302.816,197063.487,445116.552,64.4487142857143,19.6430714285714,2.38921428571429,12.8127857142857
"142","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-06-01,11670928.403,174055.633,396563.84,64.9831428571429,19.7645,2.19878571428571,12.1417857142857
"143","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-07-01,12379486.532,182452.728,426881.828,65.6871428571429,19.664,1.95185714285714,11.7286428571429
"144","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-08-01,11474381.125,168253.226,398363.756,40.3525,13.6874285714286,2.012,11.8964285714286
"145","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-09-01,11943705.934,176887.306,407154.309,40.0295714285714,13.8636428571429,2.02064285714286,12.7398571428571
"146","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-10-01,10719948.2,153630.271,363794.497,41.3117142857143,14.0145,1.75892857142857,12.8242142857143
"147","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-11-01,10077360.361,144954.28,341853.961,40.8627142857143,14.0240714285714,1.70007142857143,12.7132142857143
"148","Autoservicios Total Mexico_MT","MULTI-PACK","Sabores",2024-12-01,16269306.559,239354.256,535747.247,40.6450714285714,14.1695,2.11378571428571,13.1451428571429
"149","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2021-12-01,1429988.723,12724.999,21829.14,112.376,65.508,15.373,6.836
"150","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-01-01,1662247.958,13781.732,23573.604,120.612,70.513,13.412,7.781
"151","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-02-01,3190865.669,19896.927,36552.325,160.37,87.296,8.506,24.065
"152","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-03-01,4587308.934,36182.018,68516.49,126.784,66.952,12.212,23.882
"153","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-04-01,1961520.982,16786.084,29099.221,116.854,67.408,13.281,9.791
"154","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-05-01,1897803.768,15893.246,26501.531,119.409,71.611,14.954,6.572
"155","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-06-01,1939332.196,16342.122,27832.905,118.671,69.678,19.063,5.946
"156","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-07-01,2310635.248,19469.639,32501.42,118.679,71.093,22.658,6.284
"157","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-08-01,2157235.091,17708.968,29548.496,121.816,73.007,17.482,6.236
"158","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-09-01,2223575.452,18153.993,30283.271,122.484,73.426,21.478,6.103
"159","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-10-01,2435458.633,19494.607,32120.574,124.93,75.822,22.453,6.506
"160","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-11-01,2521640.189,20063.139,33818.999,125.685,74.563,22.722,6.636
"161","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2022-12-01,3002212.402,23880.414,39788.664,125.719,75.454,26.769,6.927
"162","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-01-01,2707726.352,21238.971,35694.655,127.489,75.858,20.142,6.902
"163","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-02-01,2928788.836,23186.286,38026.8,126.316,77.019,26.047,7.076
"164","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-03-01,3909498.698,30263.072,49248.45,129.184,79.383,33.868,6.812
"165","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-04-01,4244039.272,32460.021,52574.525,130.747,80.724,35.353,6.879
"166","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-05-01,5243058.286,38888.706,63031.773,134.822,83.181,28.488,8.644
"167","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-06-01,5689166.373,43662.513,70568.84,130.299,80.619,45.728,6.936
"168","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-07-01,6645721.886,50581.719,81264.548,131.386,81.779,54.826,7.058
"169","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-08-01,9846165.617,71479.293,113959.817,137.749,86.4,78.424,7.501
"170","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-09-01,9328010.058,69818.014,111407.412,133.605,83.729,76.878,6.659
"171","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-10-01,7894877.486,58444.08,93398.784,135.084,84.529,53.369,6.977
"172","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-11-01,6177607.02,43142.608,69904.966,143.19,88.372,47.133,7.038
"173","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2023-12-01,26581499.89,87409.348,219333.748,304.104,121.192,18.421,30.785
"174","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-01-01,5048721.425,25302.9,47487.348,199.531,106.317,10.208,14.707
"175","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-02-01,2987011.953,17996.593,30574.059,165.977,97.698,13.679,9.602
"176","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-03-01,3252867.947,20004.92,33003.991,162.603,98.56,19.88,7.588
"177","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-04-01,3576298.629,22800.997,37336.9,156.848,95.785,19.535,7.039
"178","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-05-01,5010507.918,32402.798,52607.066,154.632,95.244,33.97,6.936
"179","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-06-01,4907341.429,31039.8,50448.507,158.098,97.274,31.961,6.861
"180","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-07-01,4680978.856,28920.386,46924.307,161.857,99.756,25.155,7.546
"181","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-08-01,5064083.428,31795.22,51298.779,159.272,98.717,32.844,7.635
"182","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-09-01,5629127.903,34944.071,56318.709,161.09,99.951,34.874,7.455
"183","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-10-01,4153376.233,25351.163,41194.357,163.834,100.824,24.854,7.241
"184","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-11-01,33300425.69,71454.648,223687.534,466.036,148.87,15.774,30.472
"185","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","COLA",2024-12-01,15460201.16,38512.082,104448.147,401.438,148.018,4.814,39.604
"186","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2021-12-01,5002.712,185.715,1765.316,14.3634,4.531,0.1379,0.9543
"187","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-01-01,3449.358,124.481,1178,19.7943,6.4242,0.145,0.7782
"188","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-02-01,1522.368,59.049,559.031,12.536,3.6938,0.1196,0.3913
"189","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-03-01,1203.479,42.811,385.925,14.8447,4.5168,0.1066,0.2481
"190","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-04-01,838.333,26.333,242.658,15.6672,5.6103,0.113,0.1851
"191","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-05-01,806.808,25.643,205.515,22.6765,8.3408,0.3891,0.1539
"192","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-06-01,734.579,28.757,266.924,14.6015,4.5853,0.1079,0.1283
"193","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-07-01,796.84,27.513,199.015,20.5325,6.8767,0.3238,0.0883
"194","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-08-01,360.227,14.024,112.936,20.5304,6.8948,0.3153,0.0513
"195","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-09-01,349.228,15.026,86.428,14.6711,5.0287,0.4728,0.0451
"196","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-10-01,218.33,5.856,31.143,15.855,4.6404,0.0993,0.0183
"197","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-11-01,322.469,8.358,44.285,11.3345,3.5502,0.1274,0.0214
"198","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2022-12-01,380.464,8.231,40.286,22.1644,6.5543,0.2229,0.0233
"199","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-01-01,165.515,4.871,25.714,11.743,3.1537,0.1241,0.0176
"200","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-02-01,106.985,4.122,31,9.2366,3.156,0.1169,0.0104
"201","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-03-01,76.831,3.887,30.428,13.5814,5.0593,0.2724,0.0074
"202","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-04-01,87.354,3.451,19.714,9.5621,3.2675,0.1748,0.0083
"203","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-05-01,215.128,3.093,12.143,20.2331,6.5884,0.0724,0.0066
"204","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-06-01,39.057,2.234,13.428,8.6863,3.169,0.1496,0.0043
"205","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-07-01,56.675,1.832,10,7.1739,2.5239,0.0874,0.0068
"206","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-08-01,109.572,2.962,10.429,13.2685,4.6128,0.1426,0.0036
"207","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-09-01,1391065.348,9905.165,28116.867,17.8126,5.26,0.5807,1.3414
"208","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-10-01,669371.682,5077.304,14415.687,19.0353,5.1911,0.2416,1.4308
"209","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-11-01,174224.087,1509.368,4288.885,17.2247,4.6065,0.2319,0.5039
"210","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2023-12-01,16134.94,148.854,427.421,13.2368,4.0827,0.1263,0.117
"211","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-01-01,1871.731,17.355,52.861,13.6098,4.1639,0.0757,0.0202
"212","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-02-01,1233.031,8.098,24.286,17.1992,5.6558,0.1289,0.0055
"213","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-03-01,373.272,6.896,45.714,20.2885,5.5926,0.1321,0.0086
"214","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-04-01,76.748,2.189,13.858,19.0825,6.0882,0.1023,0.0031
"215","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-05-01,2.407,0.619,5.857,0.3889,0.0411,0.0295,0.0011
"216","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-06-01,0,0,0,0,0,0,0
"217","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-07-01,206.24,2.141,4.857,31.0428,10.0429,0.0904,0.0037
"218","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-08-01,1.873,0.332,3.143,0.5642,0.0596,0.0172,0.0012
"219","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-09-01,0,0,0,0,0,0,0
"220","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-10-01,6.02,0.528,1,1.1402,0.602,0.0467,5e-04
"221","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-11-01,0,0,0,0,0,0,0
"222","Autoservicios Total Mexico_MT","MULTI-PACK CRUZADO","Sabores",2024-12-01,17.16,0.528,1,3.25,1.716,0.0389,5e-04
"223","Autoservicios Total Mexico_MT","PACK","COLA",2021-12-01,161725097.1,1195492.65,2326771.152,135.279,69.506,73.575,90.661
"224","Autoservicios Total Mexico_MT","PACK","COLA",2022-01-01,153224106,1102842.023,2145064.476,138.936,71.431,68.319,90.501
"225","Autoservicios Total Mexico_MT","PACK","COLA",2022-02-01,147327797.5,1072190.829,2153354.828,137.408,68.418,83.577,89.618
"226","Autoservicios Total Mexico_MT","PACK","COLA",2022-03-01,163071358.1,1122685.697,2223230.225,145.251,73.349,69.97,89.45
"227","Autoservicios Total Mexico_MT","PACK","COLA",2022-04-01,174042954.5,1195031.69,2370566.078,145.639,73.418,74.328,89.631
"228","Autoservicios Total Mexico_MT","PACK","COLA",2022-05-01,193979817.2,1338042.429,2656523.912,144.973,73.02,69.563,89.152
"229","Autoservicios Total Mexico_MT","PACK","COLA",2022-06-01,194606611.2,1352644.288,2709636.146,143.871,71.82,84.174,90.129
"230","Autoservicios Total Mexico_MT","PACK","COLA",2022-07-01,206901953.5,1448452.833,2927142.313,142.843,70.684,90.107,89.645
"231","Autoservicios Total Mexico_MT","PACK","COLA",2022-08-01,202239082.2,1370539.049,2731762.325,147.562,74.032,70.789,89.835
"232","Autoservicios Total Mexico_MT","PACK","COLA",2022-09-01,197374342.6,1338422.874,2627858.885,147.468,75.108,82.807,89.562
"233","Autoservicios Total Mexico_MT","PACK","COLA",2022-10-01,208501319.3,1391593.428,2715466.267,149.829,76.783,84.99,89.828
"234","Autoservicios Total Mexico_MT","PACK","COLA",2022-11-01,207404566.6,1392169.297,2698788.112,148.979,76.851,72.033,93.563
"235","Autoservicios Total Mexico_MT","PACK","COLA",2022-12-01,230593754,1630738.217,3116629.931,141.405,73.988,83.704,93.843
"236","Autoservicios Total Mexico_MT","PACK","COLA",2023-01-01,220176338.1,1522589.017,2940418.535,144.607,74.879,65.135,93.56
"237","Autoservicios Total Mexico_MT","PACK","COLA",2023-02-01,208412144.3,1417487.256,2792819.976,147.029,74.624,71.808,93.762
"238","Autoservicios Total Mexico_MT","PACK","COLA",2023-03-01,260633634.9,1766863.892,3476593.909,147.512,74.968,88.598,93.817
"239","Autoservicios Total Mexico_MT","PACK","COLA",2023-04-01,269374438.5,1839264.568,3595227.533,146.458,74.926,91.682,94.193
"240","Autoservicios Total Mexico_MT","PACK","COLA",2023-05-01,297950129.4,2042081.174,3956843.111,145.905,75.3,84.125,93.985
"241","Autoservicios Total Mexico_MT","PACK","COLA",2023-06-01,318171063.7,2184237.704,4221536.057,145.667,75.369,106.084,94.28
"242","Autoservicios Total Mexico_MT","PACK","COLA",2023-07-01,331894507.1,2283595.432,4416823.54,145.339,75.143,111.593,93.948
"243","Autoservicios Total Mexico_MT","PACK","COLA",2023-08-01,320691621.8,2193032.026,4245843.253,146.232,75.531,107.297,93.549
"244","Autoservicios Total Mexico_MT","PACK","COLA",2023-09-01,301844367.7,1946078.789,3738102.349,155.104,80.748,95.082,93.26
"245","Autoservicios Total Mexico_MT","PACK","COLA",2023-10-01,291892288.3,1859499.556,3545034.125,156.974,82.338,75.684,93.443
"246","Autoservicios Total Mexico_MT","PACK","COLA",2023-11-01,275653079.6,1741688.984,3292122.746,158.268,83.731,85.365,93.821
"247","Autoservicios Total Mexico_MT","PACK","COLA",2023-12-01,291995346.1,1864931.093,3469059.432,156.572,84.171,90.71,94.288
"248","Autoservicios Total Mexico_MT","PACK","COLA",2024-01-01,263713820,1618395.927,3024172.81,162.948,87.202,65.621,93.697
"249","Autoservicios Total Mexico_MT","PACK","COLA",2024-02-01,238714271.3,1390453.255,2655773.214,171.681,89.885,67.694,93.089
"250","Autoservicios Total Mexico_MT","PACK","COLA",2024-03-01,278658026.3,1635996.05,3185834.549,170.329,87.468,79.16,93.248
"251","Autoservicios Total Mexico_MT","PACK","COLA",2024-04-01,283664005.6,1670404.242,3242060.252,169.818,87.495,67.187,93.226
"252","Autoservicios Total Mexico_MT","PACK","COLA",2024-05-01,314274986.4,1837703.788,3543811.103,171.015,88.683,88.461,93.083
"253","Autoservicios Total Mexico_MT","PACK","COLA",2024-06-01,328274367.1,1945538.418,3748922.275,168.732,87.565,93.243,93.376
"254","Autoservicios Total Mexico_MT","PACK","COLA",2024-07-01,302655853.9,1818675.182,3486299.937,166.416,86.813,72.347,93.453
"255","Autoservicios Total Mexico_MT","PACK","COLA",2024-08-01,308476706.3,1852468.83,3487681.132,166.522,88.448,88.229,93.355
"256","Autoservicios Total Mexico_MT","PACK","COLA",2024-09-01,316130662.9,1881513.683,3539987.039,168.019,89.303,89.437,93.21
"257","Autoservicios Total Mexico_MT","PACK","COLA",2024-10-01,307706615,1752606.962,3350742.98,175.571,91.832,83.638,92.789
"258","Autoservicios Total Mexico_MT","PACK","COLA",2024-11-01,320330828.2,1867853.333,3522912.74,171.497,90.928,88.656,93.079
"259","Autoservicios Total Mexico_MT","PACK","COLA",2024-12-01,334007520.9,1987351.594,3654224.19,168.067,91.403,78.243,93.612
"260","Autoservicios Total Mexico_MT","PACK","Sabores",2021-12-01,55757790.453,350105.736,976182.163,152.431566037736,75.3667169811321,1.65071698113208,7.9352641509434
"261","Autoservicios Total Mexico_MT","PACK","Sabores",2022-01-01,51931891.178,299798.169,871340.724,169.093471698113,80.5336603773585,1.84181132075472,7.75332075471698
"262","Autoservicios Total Mexico_MT","PACK","Sabores",2022-02-01,43225158.801,234347.285,717702.573,167.866339622642,80.0137169811321,1.80045283018868,7.94384905660377
"263","Autoservicios Total Mexico_MT","PACK","Sabores",2022-03-01,53945576.594,286026.689,883665.34,186.080867924528,92.9368301886793,1.619,7.69592452830189
"264","Autoservicios Total Mexico_MT","PACK","Sabores",2022-04-01,61184289.997,347406.873,1003373.882,180.741075471698,95.5007924528302,1.88311320754717,8.49479245283019
"265","Autoservicios Total Mexico_MT","PACK","Sabores",2022-05-01,65973804.286,355509.777,1053869.515,200.693339622642,100.837811320755,1.60001886792453,8.36532075471698
"266","Autoservicios Total Mexico_MT","PACK","Sabores",2022-06-01,66718542.83,369743.005,1079036.652,198.932886792453,98.5950377358491,1.90852830188679,8.02220754716981
"267","Autoservicios Total Mexico_MT","PACK","Sabores",2022-07-01,67796158.068,377492.488,1096320.296,185.459396226415,91.145358490566,2.05471698113208,8.11975471698113
"268","Autoservicios Total Mexico_MT","PACK","Sabores",2022-08-01,61934526.491,331534.22,966447.542,188.211226415094,91.4479056603774,1.86349056603774,8.09737735849057
"269","Autoservicios Total Mexico_MT","PACK","Sabores",2022-09-01,59981916.828,308923.17,920768.752,211.690905660377,103.979811320755,1.64843396226415,8.06194339622641
"270","Autoservicios Total Mexico_MT","PACK","Sabores",2022-10-01,58763307.674,299298.693,897474.693,198.71720754717,96.0167924528302,1.72830188679245,8.15509433962264
"271","Autoservicios Total Mexico_MT","PACK","Sabores",2022-11-01,58508480.448,295488.349,885025.097,200.600641509434,98.1633962264151,1.75747169811321,8.39603773584906
"272","Autoservicios Total Mexico_MT","PACK","Sabores",2022-12-01,65202966.473,317418.64,965837.975,230.808716981132,118.134490566038,1.65835849056604,8.57335849056604
"273","Autoservicios Total Mexico_MT","PACK","Sabores",2023-01-01,62102628.459,292875.862,892124.413,259.247283018868,126.562358490566,1.48564150943396,8.70001886792453
"274","Autoservicios Total Mexico_MT","PACK","Sabores",2023-02-01,53933059.957,253104.866,774928.265,237.699962264151,118.06479245283,1.93458490566038,8.56354716981132
"275","Autoservicios Total Mexico_MT","PACK","Sabores",2023-03-01,64693852.26,308852.279,944525.62,255.726,123.311943396226,2.33628301886792,8.31360377358491
"276","Autoservicios Total Mexico_MT","PACK","Sabores",2023-04-01,66097057.159,317548.931,966925.211,247.371075471698,119.793339622642,2.58041509433962,8.37935849056604
"277","Autoservicios Total Mexico_MT","PACK","Sabores",2023-05-01,69073568.098,334378.481,1021124.271,245.388377358491,118.106547169811,1.97398113207547,8.1341320754717
"278","Autoservicios Total Mexico_MT","PACK","Sabores",2023-06-01,74665271.6,373059.709,1130441.198,241.58041509434,116.101754716981,2.51511320754717,8.11245283018868
"279","Autoservicios Total Mexico_MT","PACK","Sabores",2023-07-01,74294750.69,374275.772,1126915.687,231.855773584906,115.609339622642,2.47094339622641,8.0987358490566
"280","Autoservicios Total Mexico_MT","PACK","Sabores",2023-08-01,71467523.12,340074.812,1016500.862,272.268301886792,131.187547169811,2.40324528301887,8.46935849056604
